Origem,Data protocolo,Tipo de Tecnologia,Tema da Saúde,Demandante,Nome da tecnologia,Status,Indicação,Motivo da solicitação,Data decisão
Interna,2013-09-05,Procedimento,Otorrinolaringologia,Secretaria de Atenção à Saúde  SAS/MS,Procedimentos relativos à assistência hospitalar à saúde auditiva Implante coclear (IC),Processo encerrado: decisão de incorporação no SUS,Deficiência auditiva,Incorporação,2014-06-11
Interna,2013-09-05,Procedimento,Otorrinolaringologia,Secretaria de Atenção à Saúde  SAS/MS,Procedimentos relativos à assistência hospitalar à saúde auditiva Prótese auditiva ancorada no osso (PAAO/BAHA),Processo encerrado: decisão de incorporação no SUS,Deficiência auditiva,Incorporação,2014-06-11
Interna,2013-09-05,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: decisão de incorporação no SUS,Estadiamento clínico do câncer de pulmão de células Nãopequenas potencialmente ressecável,Incorporação,2014-04-22
Interna,2013-09-05,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: decisão de incorporação no SUS,"Detecção de metástase de câncer colorretal, exclusivamente hepática e potencialmente ressecável",Incorporação,2014-04-22
Interna,2013-09-05,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: decisão de incorporação no SUS,Estadiamento e avaliação da resposta ao tratamento do linfoma de Hodgkin e linfoma Não Hodgkin,Incorporação,2014-04-22
Interna,2013-09-09,Medicamento,Cardiovascular,Secretaria de Atenção à Saúde  SAS/MS,Ciclosporina,Processo encerrado: a pedido do demandante,Imunossupressão em transplante cardíaco,Incorporação,
Interna,2013-11-05,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Azitromicina 250 mg,Processo encerrado: decisão de incorporação no SUS,Tratamento ou quimioprofilaxia da coqueluche,Ampliação de Uso,2015-03-17
Interna,2013-11-05,Procedimento,Hematologia,Secretaria de Atenção à Saúde  SAS/MS,Procedimento do teste do ácido nucléico (NAT),Processo encerrado: decisão de incorporação no SUS,Detecção de amostra de sangue de doador,Incorporação,2014-05-16
Interna,2013-11-06,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Insulinas análogas,Processo encerrado: decisão de não incorporação no SUS,Diabetes mellitus tipo ll,Incorporação,2014-09-05
Interna,2013-11-11,Medicamento,Cardiovascular,Secretaria de Atenção à Saúde  SAS/MS,Tacrolimo,Processo encerrado: a pedido do demandante,Imunossupressão em transplante cardíaco,Incorporação,
Interna,2013-11-11,Medicamento,Nefrologia,Secretaria de Atenção à Saúde  SAS/MS,Sirolimo,Processo encerrado: a pedido do demandante,Imunossupressão em transplante hepático adulto,Incorporação,
Interna,2013-11-11,Medicamento,Nefrologia,Secretaria de Atenção à Saúde  SAS/MS,Everolimo,Processo encerrado: a pedido do demandante,Imunossupressão em transplante hepático adulto,Incorporação,
Interna,2013-11-11,Procedimento,Cardiovascular,Secretaria de Atenção à Saúde  SAS/MS,Inclusão do CID T 86.2 (Falência ou rejeição de transplante cardíaco),Processo encerrado: a pedido do demandante,Imunossupressão em transplante cardíaco,Incorporação,
Interna,2013-11-11,Medicamento,Cardiovascular,Secretaria de Atenção à Saúde  SAS/MS,Everolimo,Processo encerrado: a pedido do demandante,Imunossupressão em transplante cardíaco,Ampliação de Uso,
Interna,2013-11-11,Medicamento,Cardiovascular,Secretaria de Atenção à Saúde  SAS/MS,Sirolimo,Processo encerrado: a pedido do demandante,Imunossupressão em transplante cardíaco,Ampliação de Uso,
Interna,2013-11-11,Medicamento,Gastroenterologia ,Secretaria de Atenção à Saúde  SAS/MS,Infliximabe,Processo encerrado: decisão de não incorporação no SUS,Retocolite ulcerativa grave refratária a corticóides e ciclosporina,Incorporação,2014-07-07
Interna,2013-11-11,Medicamento,Psiquiatria,Secretaria de Atenção à Saúde  SAS/MS,Clozapina,Processo encerrado: decisão de incorporação no SUS,Transtorno afetivo bipolar,Incorporação,2015-03-10
Interna,2013-07-12,Produto,Pneumologia,Hospital das Clínicas de Porto Alegre,Implante de válvulas endobronquiais unidirecionais,Processo encerrado: decisão de não incorporação no SUS,tratamento do enfisema pulmonar heterogêneo,Incorporação,2014-09-29
Interna,2013-11-11,Medicamento,Psiquiatria,Secretaria de Atenção à Saúde  SAS/MS,Lamotrigina,Processo encerrado: decisão de incorporação no SUS,Transtorno afetivo bipolar,Incorporação,2015-03-10
Interna,2013-11-11,Medicamento,Psiquiatria,Secretaria de Atenção à Saúde  SAS/MS,Olanzapina,Processo encerrado: decisão de incorporação no SUS,Transtorno afetivo bipolar,Incorporação,2015-03-10
Interna,2013-11-11,Medicamento,Psiquiatria,Secretaria de Atenção à Saúde  SAS/MS,Quetiapina,Processo encerrado: decisão de incorporação no SUS,Transtorno afetivo bipolar,Incorporação,2015-03-10
Interna,2013-11-11,Medicamento,Psiquiatria,Secretaria de Atenção à Saúde  SAS/MS,Risperidona,Processo encerrado: decisão de incorporação no SUS,Transtorno afetivo bipolar,Incorporação,2015-03-10
Interna,2013-11-20,Medicamento,Cardiovascular,Secretaria de Atenção à Saúde  SAS/MS,Imunoglobulina humana,Processo encerrado: a pedido do demandante,Imunossupressão em transplante cardíaco,Incorporação,
Interna,2013-11-21,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Insulinas análogas,Processo encerrado: decisão de não incorporação no SUS,Diabetes mellitus tipo l,Incorporação,2014-09-05
Interna,2013-11-22,Procedimento,Neonatologia,Secretaria de Atenção à Saúde  SAS/MS,Oximetria de pulso - Teste do coraçãozinho,Processo encerrado: decisão de incorporação no SUS,Triagem neonatal,Incorporação,2014-06-11
Interna,2013-12-22,Procedimento,Infectologia,Secretaria de Atenção à Saúde  SAS/MS,Testes confirmatórios para o diagnóstico HTLV,Processo encerrado: a pedido do demandante,Diagnóstico do HTLV,Incorporação,
Interna,2014-01-20,Medicamento,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,Mesilato de imatinibe,Processo encerrado: decisão de incorporação no SUS,Quimioterapia adjuvante do tumor do estroma gastrointestinal,Incorporação,2014-07-07
Interna,2014-01-20,Procedimento,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,"Hormonioterapia prévia (préoperatório, neoadjuvante)",Processo encerrado: decisão de incorporação no SUS,Câncer de mama,Incorporação,2014-06-11
Interna,2014-02-12,Medicamento,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Trastuzumabe,Processo encerrado: por decisão da Conitec,Câncer de mama metastático ou recidivado,Incorporação,
Interna,2014-03-05,Medicamento,Neurologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Fingolimode,Processo encerrado: decisão de incorporação no SUS,Esclerose múltipla,Incorporação,2014-06-27
Interna,2014-03-18,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Antirretroviral raltegravir,Processo encerrado: decisão de incorporação no SUS,Uso pediátrico,Incorporação,2014-11-06
Interna,2014-03-18,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Estavudina (d4T) 30mg,Processo encerrado: decisão de exclusão do SUS,Terapia antirretrovirais para pacientes com HIV,Exclusão ,2014-09-26
Interna,2014-03-18,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Indinavir (IDV) 400mg,Processo encerrado: decisão de exclusão do SUS,Terapia antirretrovirais para pacientes com HIV,Exclusão ,2014-09-26
Interna,2014-03-24,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Alfataliglicerase,Processo encerrado: decisão de incorporação no SUS,Doença de Gaucher,Incorporação,2014-09-26
Interna,2014-04-08,Produto,Infectologia,Secretaria de Atenção à Saúde  SAS/MS,Teste Elisa,Processo encerrado: a pedido do demandante,Avaliação da eficácia da Cobertura Vacinal no caso de suspeita de imunodeficiência primária,Incorporação,
Interna,2014-04-08,Medicamento,Hematologia,Secretaria de Atenção à Saúde  SAS/MS,Eritropoietina,Processo encerrado: decisão de não incorporação no SUS,Doença falciforme,Incorporação,2015-06-09
Interna,2014-04-29,Medicamento,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,Sunitinibe,Processo encerrado: por decisão da Conitec,Tumores do estroma gastrointestinal (GIST) resistente ou intolerante ao imatinibe,Incorporação,
Interna,2014-05-05,Medicamento,Urologia,Secretaria de Atenção à Saúde  SAS/MS,Oxibutina,Processo encerrado: a pedido do demandante,Bexiga hiperativa,Incorporação,
Interna,2014-05-05,Medicamento,Urologia,Secretaria de Atenção à Saúde  SAS/MS,Solifenacina,Processo encerrado: a pedido do demandante,Bexiga hiperativa,Incorporação,
Interna,2014-05-05,Medicamento,Urologia,Secretaria de Atenção à Saúde  SAS/MS,Darifenacina,Processo encerrado: a pedido do demandante,Bexiga hiperativa,Incorporação,
Interna,2014-05-05,Medicamento,Urologia,Secretaria de Atenção à Saúde  SAS/MS,Tolterodina,Processo encerrado: a pedido do demandante,Bexiga hiperativa,Incorporação,
Interna,2014-06-06,Produto,Nutrologia,Secretaria de Atenção à Saúde  SAS/MS,Suplemento alimentar em póNutriSUS em com múltiplos micronutrientes,Processo encerrado: decisão de incorporação no SUS,Fortificação da alimentação infantil,Incorporação,2014-08-14
Interna,2014-06-06,Procedimento,Infectologia,Secretaria de Atenção à Saúde  SAS/MS,Teste genético Exame anticorpo monoclonal antiCD 19,Processo encerrado: a pedido do demandante,Exames para diagnóstico das imunodeficiências primárias,Incorporação,
Interna,2014-06-06,Procedimento,Infectologia,Secretaria de Atenção à Saúde  SAS/MS,Teste genético Exame anticorpo monoclonal antiCD 16/56,Processo encerrado: a pedido do demandante,Exames para diagnóstico das imunodeficiências primárias,Incorporação,
Interna,2014-06-06,Procedimento,Infectologia,Secretaria de Atenção à Saúde  SAS/MS,Teste genético Exame reagente dihidrorodamina,Processo encerrado: a pedido do demandante,Exames para diagnóstico das imunodeficiências primárias,Incorporação,
Interna,2014-07-01,Medicamento,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Sunitinibe,Processo encerrado: por decisão da Conitec,1ª linha de tratamento do carcinoma de rim de células claras,Incorporação,
Interna,2014-07-01,Medicamento,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Bevacizumabe,Processo encerrado: por decisão da Conitec,1ª linha de tratamento do carcinoma de rim de células claras,Incorporação,
Interna,2014-07-01,Medicamento,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Pazopanibe,Processo encerrado: por decisão da Conitec,1ª linha de tratamento do carcinoma de rim de células claras,Incorporação,
Interna,2014-07-01,Medicamento,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Interferon,Processo encerrado: por decisão da Conitec,1ª linha de tratamento do carcinoma de rim de células claras,Incorporação,
Interna,2014-07-01,Medicamento,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Tensirolimo,Processo encerrado: por decisão da Conitec,1ª linha de tratamento do carcinoma de rim de células claras,Incorporação,
Interna,2014-07-03,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Dicloridrato de sapropterina,Processo encerrado: a pedido do demandante,Pacientes com hiperfenilalaninemia com deficiência de tetrahidrobiopterina (BH4),Incorporação,
Interna,2014-07-15,Procedimento,Cardiovascular,Secretaria de Estado da Saúde de São Paulo  SES/SP,"Monitorização intracraniana PIC Cateter PTIO2, cateteres com ponta metálica (tipo CODMAN ou PRESSIO)",Processo encerrado: decisão de não incorporação no SUS,Monitorização da pressão intracraniana em pacientes com traumatismo cranioencefálico grave,Incorporação,2014-12-17
Interna,2014-07-15,Procedimento,Cardiovascular,Secretaria de Estado da Saúde de São Paulo  SES/SP,Monitorização intracraniana PIC Cateter de fibra óptica (tipo CAMINO),Processo encerrado: decisão de não incorporação no SUS,Monitorização da pressão intracraniana em pacientes com traumatismo cranioencefálico grave,Incorporação,2014-12-17
Interna,2014-07-17,Medicamento,Hematologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Talidomida,Processo encerrado: decisão de incorporação no SUS,Síndrome mielodisplásica,Incorporação,2014-12-17
Interna,2014-07-23,Medicamento,Toxicologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Cloridrato de hidroxicobalamina 5 mg,Processo encerrado: a pedido do demandante,Intoxicação,Incorporação,
Interna,2014-07-24,Medicamento,Ginecologia,Secretaria de Atenção à Saúde  SAS/MS,Noretisterona,Processo encerrado: a pedido do demandante,Endometriose,Incorporação,
Interna,2014-07-25,Medicamento,Ginecologia,Secretaria de Atenção à Saúde  SAS/MS,Etinil estradiol + levonorgestrel,Processo encerrado: a pedido do demandante,Endometriose,Incorporação,
Interna,2014-07-25,Produto,Pneumologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Oxigenação por membrana extracorpórea,Processo encerrado: decisão de não incorporação no SUS,Suporte de pacientes com insuficiência respiratória grave,Incorporação,2015-07-01
Interna,2014-07-26,Medicamento,Ginecologia,Secretaria de Atenção à Saúde  SAS/MS,Acetato de medroxiprogesterona,Processo encerrado: a pedido do demandante,Endometriose,Incorporação,
Interna,2014-08-06,Medicamento,Genética,Secretaria de Atenção à Saúde  SAS/MS,Cipionato de hidrocortisona 10 mg,Processo encerrado: decisão de incorporação no SUS,Hiperplasia adrenal congênita de recémnascidos diagnosticados no Programa Nacional de Triagem Neonatal (PNTN),Incorporação,2015-03-17
Interna,2014-08-06,Medicamento,Genética,Secretaria de Atenção à Saúde  SAS/MS,Cipionato de hidrocortisona 20 mg,Processo encerrado: decisão de incorporação no SUS,Hiperplasia adrenal congênita de recémnascidos diagnosticados no Programa Nacional de Triagem Neonatal (PNTN),Incorporação,2015-03-17
Interna,2014-08-25,Medicamento,Reumatologia,Secretaria de Atenção à Saúde  SAS/MS,Naproxeno,Processo encerrado: decisão de incorporação no SUS,Artrite psoríaca,Incorporação,2014-12-17
Interna,2014-08-25,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: a pedido do demandante,"Diagnóstico, estadiamento e reestadiamento dos cânceres cabeça e pescoço",Incorporação,
Interna,2014-08-25,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: a pedido do demandante,"Diagnóstico, estadiamento e reestadiamento dos cânceres cólon e reto",Incorporação,
Interna,2014-08-25,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: a pedido do demandante,"Diagnóstico, estadiamento e reestadiamento do câncer de pulmão",Incorporação,
Interna,2014-08-25,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: a pedido do demandante,"Diagnóstico, estadiamento e reestadiamento do melanoma maligno",Incorporação,
Interna,2014-08-25,Produto,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",PET CT,Processo encerrado: a pedido do demandante,Diagnóstico do câncer de mama metastático,Incorporação,
Interna,2014-09-02,Produto,Neurologia,Secretaria de Atenção à Saúde  SAS/MS,Neuromoduladores,Processo encerrado: a pedido do demandante,Dor crônica refratária ao tratamento convencional,Incorporação,
